epoch: [0/1000], training loss: 3.169323484102885, train accuracy: 0.6185089945793152, test loss: 5.106578350067139, test accuracy: 0.6267857551574707
epoch: [200/1000], training loss: 0.03058885035511011, train accuracy: 0.9234637022018433, test loss: 0.34078291058540344, test accuracy: 0.8625000715255737
epoch: [201/1000], training loss: 0.0318721029191063, train accuracy: 0.9247702360153198, test loss: 0.28164732456207275, test accuracy: 0.8595237731933594
epoch: [202/1000], training loss: 0.03201283428531427, train accuracy: 0.910994291305542, test loss: 0.24838685989379883, test accuracy: 0.8624999523162842
epoch: [203/1000], training loss: 0.02564429945479601, train accuracy: 0.9234967231750488, test loss: 0.28380686044692993, test accuracy: 0.8651785850524902
epoch: [204/1000], training loss: 0.01752626583075676, train accuracy: 0.9411258697509766, test loss: 0.4283047616481781, test accuracy: 0.872619092464447
epoch: [205/1000], training loss: 0.014543307945132256, train accuracy: 0.9548852443695068, test loss: 0.2894750237464905, test accuracy: 0.8741071224212646
epoch: [206/1000], training loss: 0.015946923229747858, train accuracy: 0.9530826807022095, test loss: 0.47757574915885925, test accuracy: 0.8738095164299011
epoch: [207/1000], training loss: 0.012209416140252963, train accuracy: 0.9585236310958862, test loss: 0.24312126636505127, test accuracy: 0.8901786208152771
epoch: [208/1000], training loss: 0.009870014857882872, train accuracy: 0.9650394320487976, test loss: 0.2865728437900543, test accuracy: 0.8845238089561462
epoch: [209/1000], training loss: 0.00858880190226512, train accuracy: 0.9687603712081909, test loss: 0.3125212490558624, test accuracy: 0.8848214149475098
epoch: [210/1000], training loss: 0.010084207432392316, train accuracy: 0.9626249074935913, test loss: 0.2237180471420288, test accuracy: 0.881845235824585
epoch: [211/1000], training loss: 0.009621510580659676, train accuracy: 0.9694384336471558, test loss: 0.37207868695259094, test accuracy: 0.8797619342803955
epoch: [212/1000], training loss: 0.011864628893538164, train accuracy: 0.9631871581077576, test loss: 0.23800015449523926, test accuracy: 0.8866071701049805
epoch: [213/1000], training loss: 0.010963144891250592, train accuracy: 0.963253378868103, test loss: 0.5090922117233276, test accuracy: 0.8806548118591309
epoch: [214/1000], training loss: 0.013539507447813567, train accuracy: 0.9543725848197937, test loss: 0.2315610647201538, test accuracy: 0.8827381134033203
epoch: [215/1000], training loss: 0.015253302426292347, train accuracy: 0.950783908367157, test loss: 0.27717721462249756, test accuracy: 0.8729166984558105
epoch: [216/1000], training loss: 0.01987163693859027, train accuracy: 0.9423332214355469, test loss: 0.2766902446746826, test accuracy: 0.8761905431747437
epoch: [217/1000], training loss: 0.026360017295258168, train accuracy: 0.9254978895187378, test loss: 0.34647661447525024, test accuracy: 0.8732143640518188
epoch: [218/1000], training loss: 0.027156094829432476, train accuracy: 0.9240590929985046, test loss: 0.3934849500656128, test accuracy: 0.8508929014205933
epoch: [219/1000], training loss: 0.029572967774210833, train accuracy: 0.921727180480957, test loss: 0.33406728506088257, test accuracy: 0.870238184928894
epoch: [220/1000], training loss: 0.02208477593003175, train accuracy: 0.9306740760803223, test loss: 0.3180692195892334, test accuracy: 0.8663691282272339
epoch: [221/1000], training loss: 0.03389863337939366, train accuracy: 0.9195442199707031, test loss: 0.6403754353523254, test accuracy: 0.8348214030265808
epoch: [222/1000], training loss: 0.09212759753259328, train accuracy: 0.8618940114974976, test loss: 0.3685404360294342, test accuracy: 0.780654788017273
epoch: [223/1000], training loss: 0.27375423736297166, train accuracy: 0.7778825759887695, test loss: 0.875994086265564, test accuracy: 0.7145833373069763
epoch: [224/1000], training loss: 1.1803430830821013, train accuracy: 0.679384171962738, test loss: 4.102355003356934, test accuracy: 0.6595238447189331
epoch: [225/1000], training loss: 1.9320822224403038, train accuracy: 0.6270755529403687, test loss: 1.9362728595733643, test accuracy: 0.6538690328598022
epoch: [226/1000], training loss: 1.4128407942943084, train accuracy: 0.6643679141998291, test loss: 1.5424573421478271, test accuracy: 0.6613094806671143
epoch: [227/1000], training loss: 0.8679042802407191, train accuracy: 0.6837997436523438, test loss: 1.1144121885299683, test accuracy: 0.6895833015441895
epoch: [228/1000], training loss: 0.480093036706631, train accuracy: 0.7204307317733765, test loss: 0.63945072889328, test accuracy: 0.7178572416305542
epoch: [229/1000], training loss: 0.3085057005668298, train accuracy: 0.7487763166427612, test loss: 0.8729349970817566, test accuracy: 0.75
epoch: [230/1000], training loss: 0.20510756453642479, train accuracy: 0.7719289660453796, test loss: 0.4459649324417114, test accuracy: 0.7696428298950195
epoch: [231/1000], training loss: 0.16490871554765946, train accuracy: 0.789045512676239, test loss: 0.6800136566162109, test accuracy: 0.7708333730697632
epoch: [232/1000], training loss: 0.12280827407271434, train accuracy: 0.8018621802330017, test loss: 0.42524343729019165, test accuracy: 0.7854167222976685
epoch: [233/1000], training loss: 0.09868078717054465, train accuracy: 0.8186644315719604, test loss: 0.5125693082809448, test accuracy: 0.7913690805435181
epoch: [234/1000], training loss: 0.09182369374693969, train accuracy: 0.8265363574028015, test loss: 0.48620158433914185, test accuracy: 0.8014881014823914
epoch: [235/1000], training loss: 0.0698215822951916, train accuracy: 0.8411887884140015, test loss: 0.3777676820755005, test accuracy: 0.8089286088943481
epoch: [236/1000], training loss: 0.05713601238452471, train accuracy: 0.8547000885009766, test loss: 0.411740779876709, test accuracy: 0.8154762983322144
epoch: [237/1000], training loss: 0.050388869566795155, train accuracy: 0.8627373576164246, test loss: 0.4055939018726349, test accuracy: 0.8160715103149414
epoch: [238/1000], training loss: 0.054201904254464, train accuracy: 0.8726599216461182, test loss: 0.4319460391998291, test accuracy: 0.8279762268066406
epoch: [239/1000], training loss: 0.04122840474622372, train accuracy: 0.8779851198196411, test loss: 0.4045570194721222, test accuracy: 0.8288690447807312
epoch: [240/1000], training loss: 0.03795845701526373, train accuracy: 0.8839716911315918, test loss: 0.4067632555961609, test accuracy: 0.8285714983940125
epoch: [241/1000], training loss: 0.03443023156470213, train accuracy: 0.8929351568222046, test loss: 0.40182632207870483, test accuracy: 0.8351191282272339
epoch: [242/1000], training loss: 0.032184781602177866, train accuracy: 0.898359477519989, test loss: 0.43941912055015564, test accuracy: 0.8297619223594666
epoch: [243/1000], training loss: 0.030293893546630174, train accuracy: 0.9042634963989258, test loss: 0.4092452824115753, test accuracy: 0.8342262506484985
epoch: [244/1000], training loss: 0.028109687380492687, train accuracy: 0.9088113307952881, test loss: 0.3990824222564697, test accuracy: 0.843154788017273
epoch: [245/1000], training loss: 0.026622817111320984, train accuracy: 0.9136568903923035, test loss: 0.3974458873271942, test accuracy: 0.8422619104385376
epoch: [246/1000], training loss: 0.025938376426123656, train accuracy: 0.9140537977218628, test loss: 0.38629257678985596, test accuracy: 0.8380953073501587
epoch: [247/1000], training loss: 0.024829386017070368, train accuracy: 0.9172455072402954, test loss: 0.3938273787498474, test accuracy: 0.8458333015441895
epoch: [248/1000], training loss: 0.023317511384494793, train accuracy: 0.9222399592399597, test loss: 0.4073747992515564, test accuracy: 0.8425595164299011
epoch: [249/1000], training loss: 0.021621330617330015, train accuracy: 0.9285407066345215, test loss: 0.3841400146484375, test accuracy: 0.8494048118591309
epoch: [250/1000], training loss: 0.020995342578643408, train accuracy: 0.9324932098388672, test loss: 0.39445731043815613, test accuracy: 0.8523809313774109
epoch: [251/1000], training loss: 0.020102981669016372, train accuracy: 0.9348747134208679, test loss: 0.3918483555316925, test accuracy: 0.8443452715873718
epoch: [252/1000], training loss: 0.01921371174737429, train accuracy: 0.9383145570755005, test loss: 0.3900226652622223, test accuracy: 0.848214328289032
epoch: [253/1000], training loss: 0.018645815670681305, train accuracy: 0.9405967593193054, test loss: 0.366464763879776, test accuracy: 0.8494048118591309
epoch: [254/1000], training loss: 0.018509885606666405, train accuracy: 0.9421347379684448, test loss: 0.38964638113975525, test accuracy: 0.8491071462631226
epoch: [255/1000], training loss: 0.01826122470009021, train accuracy: 0.942581295967102, test loss: 0.3660069406032562, test accuracy: 0.8547619581222534
epoch: [256/1000], training loss: 0.017735971090121146, train accuracy: 0.9452602863311768, test loss: 0.3645944595336914, test accuracy: 0.8556547164916992
epoch: [257/1000], training loss: 0.017403103984319247, train accuracy: 0.9472448825836182, test loss: 0.37999600172042847, test accuracy: 0.8568452596664429
epoch: [258/1000], training loss: 0.01794393905080282, train accuracy: 0.9465502500534058, test loss: 0.3760623633861542, test accuracy: 0.8580357432365417
epoch: [259/1000], training loss: 0.01795228933676695, train accuracy: 0.9465006589889526, test loss: 0.3662452697753906, test accuracy: 0.8544642329216003
epoch: [260/1000], training loss: 0.017455048620318755, train accuracy: 0.9485844373703003, test loss: 0.37713325023651123, test accuracy: 0.8583333492279053
epoch: [261/1000], training loss: 0.01658809943220172, train accuracy: 0.9511642456054688, test loss: 0.3409644663333893, test accuracy: 0.8589285612106323
epoch: [262/1000], training loss: 0.015947353811218187, train accuracy: 0.9538930654525757, test loss: 0.39710068702697754, test accuracy: 0.8556548357009888
epoch: [263/1000], training loss: 0.017088971112687618, train accuracy: 0.9512635469436646, test loss: 0.36331260204315186, test accuracy: 0.8571428656578064
epoch: [264/1000], training loss: 0.013498418331623841, train accuracy: 0.9479559659957886, test loss: 0.42546117305755615, test accuracy: 0.8541666865348816
epoch: [265/1000], training loss: 0.02378058209060094, train accuracy: 0.9329397082328796, test loss: 0.399039089679718, test accuracy: 0.8535714149475098
epoch: [266/1000], training loss: 0.025807136335434057, train accuracy: 0.9221737384796143, test loss: 0.44333407282829285, test accuracy: 0.8479167222976685
epoch: [267/1000], training loss: 0.037777648092462465, train accuracy: 0.9111265540122986, test loss: 0.26054513454437256, test accuracy: 0.8485119342803955
epoch: [268/1000], training loss: 0.04091383621860773, train accuracy: 0.901782751083374, test loss: 0.39533740282058716, test accuracy: 0.848214328289032
epoch: [269/1000], training loss: 0.04152333700599579, train accuracy: 0.9055368304252625, test loss: 0.5328028798103333, test accuracy: 0.8422619104385376
epoch: [270/1000], training loss: 0.03886442698347263, train accuracy: 0.900575578212738, test loss: 0.3686315715312958, test accuracy: 0.8479167222976685
epoch: [271/1000], training loss: 0.031127137466309927, train accuracy: 0.9119534492492676, test loss: 0.3033750653266907, test accuracy: 0.8595237731933594
epoch: [272/1000], training loss: 0.021327602008405406, train accuracy: 0.9286565184593201, test loss: 0.3418107330799103, test accuracy: 0.8622024059295654
epoch: [273/1000], training loss: 0.017736986542168338, train accuracy: 0.9358173608779907, test loss: 0.44713929295539856, test accuracy: 0.8580357432365417
epoch: [274/1000], training loss: 0.01823904360525119, train accuracy: 0.9394721984863281, test loss: 0.3381955027580261, test accuracy: 0.860714316368103
epoch: [275/1000], training loss: 0.015114368297732793, train accuracy: 0.9476086497306824, test loss: 0.48486021161079407, test accuracy: 0.8651785850524902
epoch: [276/1000], training loss: 0.01240092863400395, train accuracy: 0.953628420829773, test loss: 0.30992764234542847, test accuracy: 0.8723214864730835
epoch: [277/1000], training loss: 0.009655169987430176, train accuracy: 0.9590527415275574, test loss: 0.4074787497520447, test accuracy: 0.870238184928894
epoch: [278/1000], training loss: 0.009675404737488581, train accuracy: 0.9623106718063354, test loss: 0.29926353693008423, test accuracy: 0.8687500357627869
epoch: [279/1000], training loss: 0.0084299740429299, train accuracy: 0.9663624167442322, test loss: 0.38128337264060974, test accuracy: 0.8696428537368774
epoch: [280/1000], training loss: 0.00777951438123217, train accuracy: 0.9695541262626648, test loss: 0.3769409954547882, test accuracy: 0.869940459728241
epoch: [281/1000], training loss: 0.006984346773093328, train accuracy: 0.971753716468811, test loss: 0.33812424540519714, test accuracy: 0.8741072416305542
epoch: [282/1000], training loss: 0.006644724235416223, train accuracy: 0.9749289751052856, test loss: 0.3776230216026306, test accuracy: 0.8714286088943481
epoch: [283/1000], training loss: 0.007277670185057781, train accuracy: 0.9727293848991394, test loss: 0.32615941762924194, test accuracy: 0.8723214864730835
epoch: [284/1000], training loss: 0.007698446774903016, train accuracy: 0.9715718030929565, test loss: 0.35504940152168274, test accuracy: 0.8693451881408691
epoch: [285/1000], training loss: 0.008823192797792263, train accuracy: 0.9695872664451599, test loss: 0.2953037619590759, test accuracy: 0.8669643402099609
epoch: [286/1000], training loss: 0.01088239466293882, train accuracy: 0.963071346282959, test loss: 0.32129621505737305, test accuracy: 0.868154764175415
epoch: [287/1000], training loss: 0.012313491139465418, train accuracy: 0.9593173861503601, test loss: 0.4662840962409973, test accuracy: 0.8696429133415222
epoch: [288/1000], training loss: 0.012583979262182346, train accuracy: 0.9567540884017944, test loss: 0.3815275728702545, test accuracy: 0.8610119223594666
epoch: [289/1000], training loss: 0.01709246116045576, train accuracy: 0.9556791186332703, test loss: 0.37534046173095703, test accuracy: 0.8666666746139526
epoch: [290/1000], training loss: 0.0287094745450677, train accuracy: 0.9309883117675781, test loss: 0.3466641306877136, test accuracy: 0.8497023582458496
epoch: [291/1000], training loss: 0.04327742977497669, train accuracy: 0.9165179133415222, test loss: 0.3816547393798828, test accuracy: 0.8404762148857117
epoch: [292/1000], training loss: 0.04769636981953413, train accuracy: 0.903998851776123, test loss: 0.3959389925003052, test accuracy: 0.8473213911056519
epoch: [293/1000], training loss: 0.03587441521290785, train accuracy: 0.9145995378494263, test loss: 0.7399047017097473, test accuracy: 0.8523809313774109
epoch: [294/1000], training loss: 0.07706437761393878, train accuracy: 0.8689554929733276, test loss: 0.3362748920917511, test accuracy: 0.819345235824585
epoch: [295/1000], training loss: 0.07433546649721953, train accuracy: 0.8602566719055176, test loss: 0.24259686470031738, test accuracy: 0.8357142806053162
epoch: [296/1000], training loss: 0.051518890338066295, train accuracy: 0.8844678401947021, test loss: 0.3691631555557251, test accuracy: 0.8422619700431824
epoch: [297/1000], training loss: 0.04748820771391575, train accuracy: 0.895300030708313, test loss: 0.38976699113845825, test accuracy: 0.8491072058677673
epoch: [298/1000], training loss: 0.030445269285104215, train accuracy: 0.9180228114128113, test loss: 0.250521183013916, test accuracy: 0.8556548357009888
epoch: [299/1000], training loss: 0.020274632204419527, train accuracy: 0.9321625232696533, test loss: 0.28651300072669983, test accuracy: 0.8592262268066406
epoch: [300/1000], training loss: 0.019592608086382732, train accuracy: 0.9388768076896667, test loss: 0.3079187870025635, test accuracy: 0.8687500357627869
epoch: [301/1000], training loss: 0.01417276182044775, train accuracy: 0.9521235227584839, test loss: 0.3045148253440857, test accuracy: 0.870238184928894
epoch: [302/1000], training loss: 0.012300357891198916, train accuracy: 0.9568201899528503, test loss: 0.3973194360733032, test accuracy: 0.8735119700431824
epoch: [303/1000], training loss: 0.010294814785130514, train accuracy: 0.9617649912834167, test loss: 0.28674694895744324, test accuracy: 0.8693451881408691
epoch: [304/1000], training loss: 0.00947676387687142, train accuracy: 0.9673876762390137, test loss: 0.42613786458969116, test accuracy: 0.8708333373069763
epoch: [305/1000], training loss: 0.00924001625762918, train accuracy: 0.9670238494873047, test loss: 0.27332067489624023, test accuracy: 0.8696429133415222
epoch: [306/1000], training loss: 0.008639853698416399, train accuracy: 0.9712244868278503, test loss: 0.3892977833747864, test accuracy: 0.8785714507102966
epoch: [307/1000], training loss: 0.008541055895292606, train accuracy: 0.972845196723938, test loss: 0.2685179114341736, test accuracy: 0.8732142448425293
epoch: [308/1000], training loss: 0.009218555099020401, train accuracy: 0.9715222120285034, test loss: 0.32930439710617065, test accuracy: 0.8729166984558105
epoch: [309/1000], training loss: 0.011358669815728297, train accuracy: 0.9662796854972839, test loss: 0.38224196434020996, test accuracy: 0.8711309432983398
epoch: [310/1000], training loss: 0.01303920441139967, train accuracy: 0.9645267724990845, test loss: 0.35055071115493774, test accuracy: 0.8729166984558105
epoch: [311/1000], training loss: 0.013657891561683172, train accuracy: 0.9621618986129761, test loss: 0.24064584076404572, test accuracy: 0.8812500238418579
epoch: [312/1000], training loss: 0.014851962454999104, train accuracy: 0.9532315135002136, test loss: 0.3420696258544922, test accuracy: 0.8696429133415222
epoch: [313/1000], training loss: 0.013935599201478256, train accuracy: 0.9561586380004883, test loss: 0.3645140528678894, test accuracy: 0.8767857551574707
epoch: [314/1000], training loss: 0.015478399391166674, train accuracy: 0.9508004188537598, test loss: 0.39382487535476685, test accuracy: 0.8693453073501587
epoch: [315/1000], training loss: 0.019513239487050436, train accuracy: 0.9440034627914429, test loss: 0.36729729175567627, test accuracy: 0.8598214387893677
epoch: [316/1000], training loss: 0.024603855414077256, train accuracy: 0.9396375417709351, test loss: 0.4446547329425812, test accuracy: 0.8529762029647827
epoch: [317/1000], training loss: 0.030860182924721487, train accuracy: 0.9214129447937012, test loss: 0.40883004665374756, test accuracy: 0.8627976179122925
epoch: [318/1000], training loss: 0.01839182196328273, train accuracy: 0.9449130892753601, test loss: 0.45684120059013367, test accuracy: 0.8610119819641113
epoch: [319/1000], training loss: 0.020424017873712074, train accuracy: 0.9426143169403076, test loss: 0.39484983682632446, test accuracy: 0.8666666746139526
epoch: [320/1000], training loss: 0.019783140792965125, train accuracy: 0.9475094676017761, test loss: 0.29110684990882874, test accuracy: 0.8720238208770752
epoch: [321/1000], training loss: 0.018618302013820563, train accuracy: 0.946732223033905, test loss: 0.4245645999908447, test accuracy: 0.8726190328598022
epoch: [322/1000], training loss: 0.029661505674131405, train accuracy: 0.9327248334884644, test loss: 0.313255250453949, test accuracy: 0.8502976298332214
epoch: [323/1000], training loss: 0.03367579580308535, train accuracy: 0.9170470237731934, test loss: 0.42072594165802, test accuracy: 0.8553571701049805
epoch: [324/1000], training loss: 0.0658278775234253, train accuracy: 0.8986406326293945, test loss: 0.3928641080856323, test accuracy: 0.8488095998764038
epoch: [325/1000], training loss: 0.04014631542257774, train accuracy: 0.9116392135620117, test loss: 0.42287909984588623, test accuracy: 0.8398809432983398
epoch: [326/1000], training loss: 0.04120761256378431, train accuracy: 0.9030231237411499, test loss: 0.3856552541255951, test accuracy: 0.8636904954910278
epoch: [327/1000], training loss: 0.0354429836361072, train accuracy: 0.9098696708679199, test loss: 0.30689749121665955, test accuracy: 0.8636905550956726
epoch: [328/1000], training loss: 0.02546463469759776, train accuracy: 0.9256962537765503, test loss: 0.3332131505012512, test accuracy: 0.8583333492279053
epoch: [329/1000], training loss: 0.01827942009251087, train accuracy: 0.9397863745689392, test loss: 0.3274993896484375, test accuracy: 0.8660714030265808
epoch: [330/1000], training loss: 0.015896753336374577, train accuracy: 0.9455249309539795, test loss: 0.38152796030044556, test accuracy: 0.8720238208770752
epoch: [331/1000], training loss: 0.015684500933648683, train accuracy: 0.9486174583435059, test loss: 0.3096563220024109, test accuracy: 0.8732142448425293
epoch: [332/1000], training loss: 0.012511322800165568, train accuracy: 0.9600285291671753, test loss: 0.32774633169174194, test accuracy: 0.8776785731315613
epoch: [333/1000], training loss: 0.012008150812620536, train accuracy: 0.9636833071708679, test loss: 0.3543360233306885, test accuracy: 0.8776785731315613
epoch: [334/1000], training loss: 0.012371259992225813, train accuracy: 0.9651055335998535, test loss: 0.3142474889755249, test accuracy: 0.8752976655960083
epoch: [335/1000], training loss: 0.01077050815981168, train accuracy: 0.9671065807342529, test loss: 0.338888019323349, test accuracy: 0.8830357789993286
epoch: [336/1000], training loss: 0.008504633624584246, train accuracy: 0.9739696979522705, test loss: 0.2937379479408264, test accuracy: 0.8791667819023132
epoch: [337/1000], training loss: 0.007519905037509325, train accuracy: 0.9757062196731567, test loss: 0.3700940012931824, test accuracy: 0.8839285373687744
epoch: [338/1000], training loss: 0.006045661371153517, train accuracy: 0.9808163046836853, test loss: 0.3090687692165375, test accuracy: 0.8880952596664429
epoch: [339/1000], training loss: 0.005476337785904224, train accuracy: 0.9820566177368164, test loss: 0.33131134510040283, test accuracy: 0.8877975940704346
epoch: [340/1000], training loss: 0.0056448018966385955, train accuracy: 0.9827512502670288, test loss: 0.3571954369544983, test accuracy: 0.8886904716491699
epoch: [341/1000], training loss: 0.0051294282938425355, train accuracy: 0.9849507808685303, test loss: 0.27078646421432495, test accuracy: 0.8851190805435181
epoch: [342/1000], training loss: 0.005127793589893442, train accuracy: 0.9851657748222351, test loss: 0.2898888885974884, test accuracy: 0.8880952596664429
epoch: [343/1000], training loss: 0.005314343596975773, train accuracy: 0.9849507212638855, test loss: 0.3593588173389435, test accuracy: 0.8815476298332214
epoch: [344/1000], training loss: 0.006675153970718384, train accuracy: 0.9788979291915894, test loss: 0.31488037109375, test accuracy: 0.8800595998764038
epoch: [345/1000], training loss: 0.005639557625190952, train accuracy: 0.9825693368911743, test loss: 0.3202746510505676, test accuracy: 0.8845238089561462
epoch: [346/1000], training loss: 0.005293532167203152, train accuracy: 0.983561635017395, test loss: 0.336517870426178, test accuracy: 0.8836309313774109
epoch: [347/1000], training loss: 0.0059861964904344995, train accuracy: 0.9820070266723633, test loss: 0.284853458404541, test accuracy: 0.8815476298332214
epoch: [348/1000], training loss: 0.007184973553730509, train accuracy: 0.9802374839782715, test loss: 0.27823156118392944, test accuracy: 0.879464328289032
epoch: [349/1000], training loss: 0.010524880344000382, train accuracy: 0.9708606600761414, test loss: 0.4385586977005005, test accuracy: 0.8797619342803955
epoch: [350/1000], training loss: 0.013132178630584326, train accuracy: 0.962228000164032, test loss: 0.3016525208950043, test accuracy: 0.8836309909820557
epoch: [351/1000], training loss: 0.016787001266120337, train accuracy: 0.9572997093200684, test loss: 0.3147709369659424, test accuracy: 0.8764880895614624
epoch: [352/1000], training loss: 0.018193169711874083, train accuracy: 0.9497916102409363, test loss: 0.31495288014411926, test accuracy: 0.8735119700431824
epoch: [353/1000], training loss: 0.01727981688693548, train accuracy: 0.9506847262382507, test loss: 0.3190896213054657, test accuracy: 0.8705357313156128
epoch: [354/1000], training loss: 0.0241803658935122, train accuracy: 0.9369253516197205, test loss: 0.3948303461074829, test accuracy: 0.8619047999382019
epoch: [355/1000], training loss: 0.032397329329680175, train accuracy: 0.9263412356376648, test loss: 0.22102132439613342, test accuracy: 0.8642857074737549
epoch: [356/1000], training loss: 0.041530777962926105, train accuracy: 0.907934844493866, test loss: 0.27215754985809326, test accuracy: 0.8580357432365417
epoch: [357/1000], training loss: 0.10172932986647655, train accuracy: 0.8447774648666382, test loss: 0.4025575518608093, test accuracy: 0.7970237731933594
epoch: [358/1000], training loss: 0.17818061606242105, train accuracy: 0.8092214465141296, test loss: 0.6043925881385803, test accuracy: 0.7717262506484985
epoch: [359/1000], training loss: 0.3533185930588307, train accuracy: 0.7562181949615479, test loss: 1.2513903379440308, test accuracy: 0.7714285850524902
epoch: [360/1000], training loss: 0.31847195212657636, train accuracy: 0.7681418657302856, test loss: 1.5903427600860596, test accuracy: 0.7288691401481628
epoch: [361/1000], training loss: 0.32559087452216023, train accuracy: 0.7649335861206055, test loss: 0.5786261558532715, test accuracy: 0.7586309313774109
epoch: [362/1000], training loss: 0.16859232099392477, train accuracy: 0.7944533228874207, test loss: 0.6220220923423767, test accuracy: 0.7913690805435181
epoch: [363/1000], training loss: 0.1391940678541477, train accuracy: 0.8135708570480347, test loss: 0.29695630073547363, test accuracy: 0.8068453073501587
epoch: [364/1000], training loss: 0.07675017941838656, train accuracy: 0.8446947932243347, test loss: 0.33890604972839355, test accuracy: 0.8247024416923523
epoch: [365/1000], training loss: 0.0544545556872319, train accuracy: 0.8675829172134399, test loss: 0.2487080693244934, test accuracy: 0.8366071581840515
epoch: [366/1000], training loss: 0.037371762383442655, train accuracy: 0.8861712217330933, test loss: 0.5661563873291016, test accuracy: 0.8479167222976685
epoch: [367/1000], training loss: 0.029087008144228887, train accuracy: 0.8977806568145752, test loss: 0.290242075920105, test accuracy: 0.8470238447189331
epoch: [368/1000], training loss: 0.022098191894399814, train accuracy: 0.9114738702774048, test loss: 0.3588586747646332, test accuracy: 0.8583333492279053
epoch: [369/1000], training loss: 0.018752628865723427, train accuracy: 0.9180724024772644, test loss: 0.33980268239974976, test accuracy: 0.8645833730697632
epoch: [370/1000], training loss: 0.015307193526472801, train accuracy: 0.929747998714447, test loss: 0.31337565183639526, test accuracy: 0.8663691282272339
epoch: [371/1000], training loss: 0.013099009768129924, train accuracy: 0.9391249418258667, test loss: 0.2959793210029602, test accuracy: 0.8666667342185974
epoch: [372/1000], training loss: 0.01155568458713018, train accuracy: 0.945706844329834, test loss: 0.3092992305755615, test accuracy: 0.8696429133415222
epoch: [373/1000], training loss: 0.010471695986313697, train accuracy: 0.9509161710739136, test loss: 0.3009531497955322, test accuracy: 0.8714286088943481
epoch: [374/1000], training loss: 0.009466461431330595, train accuracy: 0.9563571214675903, test loss: 0.30504560470581055, test accuracy: 0.8741071224212646
epoch: [375/1000], training loss: 0.008790720218362717, train accuracy: 0.9595323801040649, test loss: 0.31047603487968445, test accuracy: 0.8735119700431824
epoch: [376/1000], training loss: 0.008153348098485133, train accuracy: 0.963253378868103, test loss: 0.2922952175140381, test accuracy: 0.874404788017273
epoch: [377/1000], training loss: 0.007763422536066709, train accuracy: 0.9649897813796997, test loss: 0.3049851059913635, test accuracy: 0.8752976655960083
epoch: [378/1000], training loss: 0.007431574404621735, train accuracy: 0.9678012132644653, test loss: 0.3047657608985901, test accuracy: 0.8755952715873718
epoch: [379/1000], training loss: 0.0074801739806739185, train accuracy: 0.9682146310806274, test loss: 0.3154350519180298, test accuracy: 0.8752976655960083
epoch: [380/1000], training loss: 0.007491112089692018, train accuracy: 0.9693392515182495, test loss: 0.28959500789642334, test accuracy: 0.8747023940086365
epoch: [381/1000], training loss: 0.0065072343732493045, train accuracy: 0.9727956056594849, test loss: 0.29880112409591675, test accuracy: 0.875
epoch: [382/1000], training loss: 0.006187480020647247, train accuracy: 0.9744989275932312, test loss: 0.2838580012321472, test accuracy: 0.877083420753479
epoch: [383/1000], training loss: 0.006081183297702899, train accuracy: 0.9758054614067078, test loss: 0.30451637506484985, test accuracy: 0.8797619342803955
epoch: [384/1000], training loss: 0.0060455746924838955, train accuracy: 0.9759542346000671, test loss: 0.3152026832103729, test accuracy: 0.8755952715873718
epoch: [385/1000], training loss: 0.0061089107766747475, train accuracy: 0.975904643535614, test loss: 0.26904550194740295, test accuracy: 0.8785714507102966
epoch: [386/1000], training loss: 0.005802378249474061, train accuracy: 0.9769465327262878, test loss: 0.2712690234184265, test accuracy: 0.8758928775787354
epoch: [387/1000], training loss: 0.005551709100986138, train accuracy: 0.9789806604385376, test loss: 0.28244340419769287, test accuracy: 0.8788690567016602
epoch: [388/1000], training loss: 0.0059400722085951995, train accuracy: 0.97735995054245, test loss: 0.296566903591156, test accuracy: 0.8791667222976685
epoch: [389/1000], training loss: 0.005516305518073914, train accuracy: 0.9797910451889038, test loss: 0.29912906885147095, test accuracy: 0.8833333849906921
epoch: [390/1000], training loss: 0.005182717879040119, train accuracy: 0.9816762804985046, test loss: 0.3051736354827881, test accuracy: 0.8788690567016602
epoch: [391/1000], training loss: 0.005803716488373585, train accuracy: 0.9800390601158142, test loss: 0.32078900933265686, test accuracy: 0.8827381134033203
epoch: [392/1000], training loss: 0.008330330103396988, train accuracy: 0.9742177724838257, test loss: 0.29210910201072693, test accuracy: 0.8809523582458496
epoch: [393/1000], training loss: 0.01016262793340362, train accuracy: 0.9693888425827026, test loss: 0.2908347249031067, test accuracy: 0.8741072416305542
epoch: [394/1000], training loss: 0.011796313839463087, train accuracy: 0.9667923450469971, test loss: 0.3746880292892456, test accuracy: 0.8726190328598022
epoch: [395/1000], training loss: 0.021266492812010724, train accuracy: 0.9513792991638184, test loss: 0.2605699896812439, test accuracy: 0.8773809671401978
epoch: [396/1000], training loss: 0.022574762670466535, train accuracy: 0.9489812850952148, test loss: 0.33180463314056396, test accuracy: 0.8741072416305542
epoch: [397/1000], training loss: 0.024698634918492574, train accuracy: 0.9362804293632507, test loss: 0.2547415494918823, test accuracy: 0.8741071224212646
epoch: [398/1000], training loss: 0.017691954540518615, train accuracy: 0.94830322265625, test loss: 0.3247232437133789, test accuracy: 0.8821429014205933
